schema_name,table_name,column_name,data_type,data_type_ext,nullable,default_value,primary_key,foreign_key,unique_key,check_contraint,computed_column_definition,comments
dbo,CustomFieldVals,ChangeUserId,int,int,Y,,,FK,,,NULL,NULL
dbo,CustomFieldVals,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,CustomFieldVals,CreateUserId,int,int,N,,,FK,,,NULL,NULL
dbo,CustomFieldVals,CustomFieldValId,int,int,N,,PK,,,,NULL,NULL
dbo,CustomFieldVals,FieldId,int,int,N,,,FK,,,NULL,NULL
dbo,CustomFieldVals,FieldValue,sql_variant,sql_variant,Y,,,,,,NULL,NULL
dbo,CustomFieldVals,LongText,nvarchar,nvarchar(MAX),Y,,,,,,NULL,NULL
dbo,CustomFieldVals,OrganizationId,int,int,Y,,,FK,,,NULL,NULL
dbo,CustomFieldVals,PaymentId,int,int,Y,,,FK,,,NULL,NULL
dbo,CustomFieldVals,RegrantId,int,int,Y,,,FK,,,NULL,NULL
dbo,CustomFieldVals,RequestId,int,int,Y,,,FK,,,NULL,NULL
dbo,CustomFieldVals,RequirementId,int,int,Y,,,FK,,,NULL,NULL
dbo,CustomFieldVals,SortString,sql_variant,sql_variant,Y,,,,,,NULL,NULL
dbo,CustomFieldVals,UserId,int,int,Y,,,FK,,,NULL,NULL
dbo,CustomSearchCategories,CanDelete,bit,bit,N,,,,,,NULL,NULL
dbo,CustomSearchCategories,CategoryId,int,int,N,,PK,,,,NULL,NULL
dbo,CustomSearchCategories,Description,text,text,Y,,,,,,NULL,NULL
dbo,CustomSearchCategories,Name,nvarchar,nvarchar(50),N,,,,,,NULL,NULL
dbo,CustomSearches,CategoryId,int,int,N,,,FK,,,NULL,NULL
dbo,CustomSearches,ChangeDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,CustomSearches,ChangeUserId,int,int,Y,,,FK,,,NULL,NULL
dbo,CustomSearches,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,CustomSearches,CreateUserId,int,int,N,,,FK,,,NULL,NULL
dbo,CustomSearches,Description,text,text,Y,,,,,,NULL,NULL
dbo,CustomSearches,EntityType,varchar,varchar(30),N,,,,,,NULL,NULL
dbo,CustomSearches,GroupBy,xml,xml,Y,,,,,,NULL,NULL
dbo,CustomSearches,IsCopiedFromSavedSearch,bit,bit,N,,,,,,NULL,NULL
dbo,CustomSearches,IsPublic,bit,bit,N,,,,,,NULL,NULL
dbo,CustomSearches,IsSaved,bit,bit,N,,,,,,NULL,NULL
dbo,CustomSearches,IsSystemView,bit,bit,N,,,,,,NULL,NULL
dbo,CustomSearches,LastRunDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,CustomSearches,ListConfigId,int,int,Y,,,FK,,,NULL,NULL
dbo,CustomSearches,ListViewId,int,int,Y,,,FK,,,NULL,NULL
dbo,CustomSearches,Name,nvarchar,nvarchar(50),N,,,,,,NULL,NULL
dbo,CustomSearches,OwnerUserId,int,int,Y,,,FK,,,NULL,NULL
dbo,CustomSearches,Query,xml,xml,N,,,,,,NULL,NULL
dbo,CustomSearches,SearchId,int,int,N,,PK,,,,NULL,NULL
dbo,Dashboards,BudgetType,varchar,varchar(4),N,,,,,,NULL,NULL
dbo,Dashboards,Cashflow,bit,bit,N,,,,,,NULL,NULL
dbo,Dashboards,CashflowBudgetEnabled,bit,bit,N,,,,,,NULL,NULL
dbo,Dashboards,DashboardId,int,int,N,,PK,,,,NULL,NULL
dbo,Dashboards,DefaultView,varchar,varchar(2),N,,,,,,NULL,NULL
dbo,Dashboards,Grantmaking,bit,bit,N,,,,,,NULL,NULL
dbo,Dashboards,GrantmakingBudgetEnabled,bit,bit,N,,,,,,NULL,NULL
dbo,Dashboards,IsDefault,bit,bit,N,,,,,,NULL,NULL
dbo,Dashboards,L1AttribTypeId,int,int,Y,,,FK,,,NULL,NULL
dbo,Dashboards,L2AttribTypeId,int,int,N,,,FK,,,NULL,NULL
dbo,Dashboards,Name,nvarchar,nvarchar(100),N,,,,,,NULL,NULL
dbo,Dashboards,RequiredDistributionEnabled,bit,bit,N,,,,,,NULL,NULL
dbo,DefaultAttribs,AttribId,int,int,N,,,FK,,,NULL,NULL
dbo,DefaultAttribs,AttribTypeId,int,int,N,,,FK,,,NULL,NULL
dbo,DefaultAttribs,DefaultAttribId,int,int,N,,,,,,NULL,NULL
dbo,DefaultAttribs,EntityType,int,int,N,,,,,,NULL,NULL
dbo,DefaultAttribs,TypeId,int,int,Y,,,FK,,,NULL,NULL
dbo,delete_Contacts,ChangeDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,delete_Contacts,ContactId,int,int,N,,PK,,,,NULL,NULL
dbo,delete_Contacts,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,delete_Contacts,Department,varchar,varchar(100),Y,,,,,,NULL,NULL
dbo,delete_Contacts,EndDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,delete_Contacts,FirstName,varchar,varchar(50),Y,,,,,,NULL,NULL
dbo,delete_Contacts,HasAlert,bit,bit,N,,,,,,NULL,NULL
dbo,delete_Contacts,Inactive,bit,bit,N,,,,,,NULL,NULL
dbo,delete_Contacts,LastName,varchar,varchar(50),Y,,,,,,NULL,NULL
dbo,delete_Contacts,MiddleName,varchar,varchar(50),Y,,,,,,NULL,NULL
dbo,delete_Contacts,Notes,varchar,varchar(255),Y,,,,,,NULL,NULL
dbo,delete_Contacts,Prefix,varchar,varchar(50),Y,,,,,,NULL,NULL
dbo,delete_Contacts,PrimaryEmailId,int,int,Y,,,,,,NULL,NULL
dbo,delete_Contacts,PrimaryMailingAddressId,int,int,Y,,,,,,NULL,NULL
dbo,delete_Contacts,PrimaryOrganizationId,int,int,Y,,,,,,NULL,NULL
dbo,delete_Contacts,PrimaryPhoneId,int,int,Y,,,,,,NULL,NULL
dbo,delete_Contacts,Salutation,varchar,varchar(100),Y,,,,,,NULL,NULL
dbo,delete_Contacts,SourceId,varchar,varchar(20),Y,,,,,,NULL,NULL
dbo,delete_Contacts,SourceTypeId,int,int,N,,,,,,NULL,NULL
dbo,delete_Contacts,StartDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,delete_Contacts,Suffix,varchar,varchar(50),Y,,,,,,NULL,NULL
dbo,delete_Contacts,Title,varchar,varchar(100),Y,,,,,,NULL,NULL
dbo,delete_Descriptions,ChangeDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,delete_Descriptions,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,delete_Descriptions,DescriptionId,int,int,N,,PK,,,,NULL,NULL
dbo,delete_Descriptions,DescriptionText,nvarchar,nvarchar(MAX),Y,,,,,,NULL,NULL
dbo,delete_Descriptions,SourceId,int,int,Y,,,,,,NULL,NULL
dbo,delete_Descriptions,SourceTypeId,int,int,N,,,,,,NULL,NULL
dbo,DeletionEvents,AdditionalEntityContext,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,DeletionEvents,DeleteDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,DeletionEvents,DeleteUserFullName,nvarchar,nvarchar(255),N,,,,,,NULL,NULL
dbo,DeletionEvents,DeleteUserId,int,int,N,,,,,,NULL,NULL
dbo,DeletionEvents,DeletionEventId,int,int,N,,PK,,,,NULL,NULL
dbo,DeletionEvents,EntityId,int,int,N,,,,,,NULL,NULL
dbo,DeletionEvents,EntityTypeName,nvarchar,nvarchar(255),N,,,,,,NULL,NULL
dbo,Dispositions,Description,varchar,varchar(50),N,,,,,,NULL,NULL
dbo,Dispositions,DispositionColor,varchar,varchar(10),Y,,,,,,NULL,NULL
dbo,Dispositions,DispositionId,int,int,N,,PK,,,,NULL,NULL
dbo,Dispositions,DispositionOrder,int,int,N,,,,,,NULL,NULL
dbo,Dispositions,DispositionType,int,int,N,,,,,,NULL,NULL
dbo,Dispositions,IsPending,bit,bit,Y,,,,,,NULL,NULL
dbo,Dockets,ChangeDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,Dockets,ChangeUserId,int,int,N,,,FK,,,NULL,NULL
dbo,Dockets,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,Dockets,CreateUserId,int,int,Y,,,FK,,,NULL,NULL
dbo,Dockets,Description,nvarchar,nvarchar(4000),Y,,,,,,NULL,NULL
dbo,Dockets,DocketDate,date,date,Y,,,,,,NULL,NULL
dbo,Dockets,DocketId,int,int,N,,PK,,,,NULL,NULL
dbo,Dockets,DocumentFolderKey,nvarchar,nvarchar(100),Y,,,,,,NULL,NULL
dbo,Dockets,Inactive,bit,bit,N,,,,,,NULL,NULL
dbo,Dockets,Name,nvarchar,nvarchar(255),N,,,,,,NULL,NULL
dbo,Dockets,Notes,nvarchar,nvarchar(MAX),Y,,,,,,NULL,NULL
dbo,Dockets,Status,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,DocumentFolders,DocumentFolderId,int,int,N,,PK,,,,NULL,NULL
dbo,DocumentFolders,FolderToken,nvarchar,nvarchar(100),Y,,,,,,NULL,NULL
dbo,DocumentFolders,InteractionId,int,int,Y,,,FK,,,NULL,NULL
dbo,DocumentFolders,OrganizationId,int,int,Y,,,FK,,,NULL,NULL
dbo,DocumentFolders,RequestId,int,int,Y,,,FK,,,NULL,NULL
dbo,DocumentMergeFields,DocumentMergeFieldId,int,int,N,,PK,,,,NULL,NULL
dbo,DocumentMergeFields,FieldText,nvarchar,nvarchar(4000),Y,,,,,,NULL,NULL
dbo,DocumentMergeFields,Name,nvarchar,nvarchar(255),N,,,,,,NULL,NULL
dbo,DocumentMergeFields,ObjectType,int,int,Y,,,,,,NULL,NULL
dbo,Documents,AutoGenerated,bit,bit,N,,,,,,NULL,NULL
dbo,Documents,ChangeDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,Documents,ChangeUserId,int,int,Y,,,FK,,,NULL,NULL
dbo,Documents,Class,varchar,varchar(20),N,,,,,,NULL,NULL
dbo,Documents,ClassName,varchar,varchar(255),Y,,,,,,NULL,NULL
dbo,Documents,Complete,bit,bit,Y,,,,,,NULL,NULL
dbo,Documents,CompleteDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,Documents,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,Documents,CreateUserId,int,int,N,,,FK,,,NULL,NULL
dbo,Documents,DocketId,int,int,Y,,,FK,,,NULL,NULL
dbo,Documents,DocumentId,int,int,N,,PK,,,,NULL,NULL
dbo,Documents,DocumentSignatureRequestId,int,int,Y,,,FK,,,NULL,NULL
dbo,Documents,EventCode,smallint,smallint,Y,,,,,,NULL,NULL
dbo,Documents,EventName,varchar,varchar(255),Y,,,,,,NULL,NULL
dbo,Documents,FileName,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,Documents,FileToken,nvarchar,nvarchar(100),Y,,,,,,NULL,NULL
dbo,Documents,InteractionId,int,int,Y,,,FK,,,NULL,NULL
dbo,Documents,IsSuperDoc,int,int,N,,,,,,NULL,NULL
dbo,Documents,Landscape,bit,bit,N,,,,,,NULL,NULL
dbo,Documents,Locked,bit,bit,N,,,,,,NULL,NULL
dbo,Documents,LockedDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,Documents,LockedStaffId,int,int,Y,,,FK,,,NULL,NULL
dbo,Documents,Notes,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,Documents,OrganizationId,int,int,Y,,,FK,,,NULL,NULL
dbo,Documents,OwnerType,int,int,N,,,,,,NULL,NULL
dbo,Documents,PaymentId,int,int,Y,,,FK,,,NULL,NULL
dbo,Documents,PortfolioId,int,int,Y,,,FK,,,NULL,NULL
dbo,Documents,PublishedBlobName,nvarchar,nvarchar(256),Y,,,,,,NULL,NULL
dbo,Documents,PublishedFileUrl,nvarchar,nvarchar(512),Y,,,,,,NULL,NULL
dbo,Documents,PublishedToPortal,bit,bit,N,,,,,,NULL,NULL
dbo,Documents,PublishedToPortalDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,Documents,PublishedToPortalUserId,int,int,Y,,,FK,,,NULL,NULL
dbo,Documents,Rank,int,int,N,,,,,,NULL,NULL
dbo,Documents,RequestId,int,int,Y,,,FK,,,NULL,NULL
dbo,Documents,RequirementId,int,int,Y,,,,,,NULL,NULL
dbo,Documents,ScheduleDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,Documents,SourceId,nvarchar,nvarchar(128),Y,,,,,,NULL,NULL
dbo,Documents,SourcePath,nvarchar,nvarchar(512),Y,,,,,,NULL,NULL
dbo,Documents,SourceTypeId,int,int,N,,,,,,NULL,NULL
dbo,Documents,StaffId,int,int,Y,,,FK,,,NULL,NULL
dbo,Documents,Starred,bit,bit,N,,,,,,NULL,NULL
dbo,Documents,Subdirectory,nvarchar,nvarchar(100),Y,,,,,,NULL,NULL
dbo,Documents,Subject,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,Documents,TemplateId,int,int,Y,,,FK,,,NULL,NULL
dbo,Documents,Title,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,Documents,TypeName,nvarchar,nvarchar(255),N,,,,,,NULL,NULL
dbo,Documents,WriteUp,bit,bit,N,,,,,,NULL,NULL
dbo,DocumentSignatureRequestRecipients,DocumentSignatureRequestId,int,int,N,,,FK,,,NULL,NULL
dbo,DocumentSignatureRequestRecipients,DocumentSignatureRequestRecipientId,int,int,N,,PK,,,,NULL,NULL
dbo,DocumentSignatureRequestRecipients,Email,varchar,varchar(256),Y,,,,,,NULL,NULL
dbo,DocumentSignatureRequestRecipients,Order,int,int,Y,,,,,,NULL,NULL
dbo,DocumentSignatureRequestRecipients,ProviderRecipientId,varchar,varchar(50),Y,,,,,,NULL,NULL
dbo,DocumentSignatureRequestRecipients,ProviderRecipientName,varchar,varchar(125),Y,,,,,,NULL,NULL
dbo,DocumentSignatureRequestRecipients,Type,varchar,varchar(5),N,,,,,,NULL,NULL
dbo,DocumentSignatureRequestRecipients,UserId,int,int,Y,,,FK,,,NULL,NULL
dbo,DocumentSignatureRequests,CompletedDocumentBlobName,varchar,varchar(256),Y,,,,,,NULL,NULL
dbo,DocumentSignatureRequests,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,DocumentSignatureRequests,DocumentId,int,int,Y,,,FK,,,NULL,NULL
dbo,DocumentSignatureRequests,DocumentSignatureRequestId,int,int,N,,PK,,,,NULL,NULL
dbo,DocumentSignatureRequests,ExternalDocumentId,varchar,varchar(255),N,,,,,,NULL,NULL
dbo,DocumentSignatureRequests,SenderUserId,int,int,N,,,FK,,,NULL,NULL
dbo,EmailAddresses,ChangeDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,EmailAddresses,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,EmailAddresses,Email,nvarchar,nvarchar(100),N,,,,,,NULL,NULL
dbo,EmailAddresses,EmailId,int,int,N,,PK,,,,NULL,NULL
dbo,EmailAddresses,EmailType,nvarchar,nvarchar(20),N,,,,,,NULL,NULL
dbo,EmailAddresses,UserId,int,int,N,,,FK,,,NULL,NULL
dbo,Emails,Bccs,nvarchar,nvarchar(1000),Y,,,,,,NULL,NULL
dbo,Emails,Body,nvarchar,nvarchar(MAX),Y,,,,,,NULL,NULL
dbo,Emails,Ccs,nvarchar,nvarchar(1000),Y,,,,,,NULL,NULL
dbo,Emails,ChangeDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,Emails,ChangeUserId,int,int,Y,,,FK,,,NULL,NULL
dbo,Emails,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,Emails,CreateUserId,int,int,Y,,,FK,,,NULL,NULL
dbo,Emails,EmailId,int,int,N,,PK,,,,NULL,NULL
dbo,Emails,From,nvarchar,nvarchar(100),Y,,,,,,NULL,NULL
dbo,Emails,LatestEvent,int,int,N,,,,,,NULL,NULL
dbo,Emails,MessageId,nvarchar,nvarchar(50),Y,,,,,,NULL,NULL
dbo,Emails,PlainTextMessage,nvarchar,nvarchar(MAX),Y,,,,,,NULL,NULL
dbo,Emails,Status,int,int,N,,,,,,NULL,NULL
dbo,Emails,Subject,nvarchar,nvarchar(500),N,,,,,,NULL,NULL
dbo,Emails,ThreadGuid,nvarchar,nvarchar(256),Y,,,,,,NULL,NULL
dbo,Emails,Tos,nvarchar,nvarchar(500),N,,,,,,NULL,NULL
dbo,EmailTemplateCCs,EmailTemplateCCId,int,int,N,,PK,,,,NULL,NULL
dbo,EmailTemplateCCs,EmailTemplateId,int,int,N,,,FK,,,NULL,NULL
dbo,EmailTemplateCCs,PrimaryStaff,bit,bit,N,,,,,,NULL,NULL
dbo,EmailTemplateCCs,RoleId,int,int,Y,,,FK,,,NULL,NULL
dbo,EmailTemplateCCs,SecondaryStaff,bit,bit,N,,,,,,NULL,NULL
dbo,EmailTemplates,ChangeDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,EmailTemplates,ChangeUserId,int,int,Y,,,FK,,,NULL,NULL
dbo,EmailTemplates,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,EmailTemplates,CreateUserId,int,int,N,,,FK,,,NULL,NULL
dbo,EmailTemplates,EmailTemplateId,int,int,N,,PK,,,,NULL,NULL
dbo,EmailTemplates,Message,nvarchar,nvarchar(MAX),N,,,,,,NULL,NULL
dbo,EmailTemplates,Name,nvarchar,nvarchar(255),N,,,,,,NULL,NULL
dbo,EmailTemplates,ObjectType,int,int,N,,,,,,NULL,NULL
dbo,EmailTemplates,PrimaryContact,bit,bit,N,,,,,,NULL,NULL
dbo,EmailTemplates,RoleId,int,int,Y,,,FK,,,NULL,NULL
dbo,EmailTemplates,Subject,nvarchar,nvarchar(255),N,,,,,,NULL,NULL
dbo,ExpenditureResponsibilityPeriods,Amount,money,money,N,,,,,,NULL,NULL
dbo,ExpenditureResponsibilityPeriods,ChangeDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,ExpenditureResponsibilityPeriods,ChangeUserId,int,int,Y,,,FK,,,NULL,NULL
dbo,ExpenditureResponsibilityPeriods,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,ExpenditureResponsibilityPeriods,CreateUserId,int,int,N,,,FK,,,NULL,NULL
dbo,ExpenditureResponsibilityPeriods,EndDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,ExpenditureResponsibilityPeriods,ExpenditureResponsibilityPeriodId,int,int,N,,PK,,,,NULL,NULL
dbo,ExpenditureResponsibilityPeriods,Notes,nvarchar,nvarchar(MAX),Y,,,,,,NULL,NULL
dbo,ExpenditureResponsibilityPeriods,RequestId,int,int,N,,,FK,,,NULL,NULL
dbo,ExpenditureResponsibilityPeriods,StartDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,ExpenditureResponsibilityPeriods,Verified,bit,bit,N,,,,,,NULL,NULL
dbo,ExternalExpenses,Amount,decimal,"decimal(18, 2)",N,,,,,,NULL,NULL
dbo,ExternalExpenses,AttribId2,int,int,Y,,,FK,,,NULL,NULL
dbo,ExternalExpenses,ChangeDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,ExternalExpenses,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,ExternalExpenses,DashboardId,int,int,N,,,FK,,,NULL,NULL
dbo,ExternalExpenses,ExternalExpenseId,int,int,N,,PK,,,,NULL,NULL
dbo,ExternalExpenses,FiscalYearId,int,int,N,,,FK,,,NULL,NULL
dbo,ExternalExpenses,L1Id,int,int,N,,,FK,,,NULL,NULL
dbo,ExternalExpenses,StageId,int,int,N,,,FK,,,NULL,NULL
dbo,FieldLabels,EntityType,int,int,N,,,,,,NULL,NULL
dbo,FieldLabels,FieldLabelId,int,int,N,,PK,,,,NULL,NULL
dbo,FieldLabels,FieldName,varchar,varchar(50),N,,,,,,NULL,NULL
dbo,FieldLabels,Label,nvarchar,nvarchar(256),N,,,,,,NULL,NULL
dbo,FieldLabels,TypeId,int,int,Y,,,FK,,,NULL,NULL
dbo,FinancialHealthDataSources,ChangeDate,datetime,datetime,Y,,,,,,NULL,NULL
dbo,FinancialHealthDataSources,ChangeUserId,int,int,Y,,,FK,,,NULL,NULL
dbo,FinancialHealthDataSources,CreateDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,FinancialHealthDataSources,CreateUserId,int,int,N,,,FK,,,NULL,NULL
dbo,FinancialHealthDataSources,FinancialHealthDataSourceId,int,int,N,,PK,,,,NULL,NULL
dbo,FinancialHealthDataSources,Inactive,bit,bit,N,,,,,,NULL,NULL
dbo,FinancialHealthDataSources,IncludeInFinancialIndicatorCalculationByDefault,bit,bit,N,,,,,,NULL,NULL
dbo,FinancialHealthDataSources,Name,nvarchar,nvarchar(100),N,,,,,,NULL,NULL
dbo,FinancialHealthDataSources,OrderNum,int,int,N,,,,,,NULL,NULL
dbo,FiscalYears,BudgetEnabled,bit,bit,N,,,,,,NULL,NULL
dbo,FiscalYears,EndDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,FiscalYears,FiscalYearId,int,int,N,,PK,,,,NULL,NULL
dbo,FiscalYears,RequiredDistribution,decimal,"decimal(18, 2)",Y,,,,,,NULL,NULL
dbo,FiscalYears,StartDate,datetime,datetime,N,,,,,,NULL,NULL
dbo,FiscalYears,Year,int,int,N,,,,,,NULL,NULL
dbo,GD_Addresses$,Address1,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,Address2,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,AddressId,float,float,Y,,,,,,NULL,NULL
dbo,GD_Addresses$,AddressType,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,ChangeDate,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,City,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,Country,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,CreateDate,smalldatetime,smalldatetime,Y,,,,,,NULL,NULL
dbo,GD_Addresses$,Description,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,GeocodeDate,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,Lat,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,Lon,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,OrganizationId,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,Primary,float,float,Y,,,,,,NULL,NULL
dbo,GD_Addresses$,SourceId,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,State,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,UserId,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Addresses$,Zip,float,float,Y,,,,,,NULL,NULL
dbo,GD_Doc_Metadata_List$,api_url,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Doc_Metadata_List$,doc_main_source,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Doc_Metadata_List$,doc_type,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Doc_Metadata_List$,document_id,float,float,Y,,,,,,NULL,NULL
dbo,GD_Doc_Metadata_List$,file_name,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Doc_Metadata_List$,org_SourceID,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Doc_Metadata_List$,payment_SourceID,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Doc_Metadata_List$,request_SourceID,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Doc_Metadata_List$,requirement_SourceID,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_Doc_Metadata_List$,user_SourceID,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,AmendmentType,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,ApprovalAmount,float,float,Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,ApprovalDate,smalldatetime,smalldatetime,Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,ChangeDate,smalldatetime,smalldatetime,Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,ChangeUserId,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,CreateDate,smalldatetime,smalldatetime,Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,CreateUserId,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,GrantAmendmentID,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,GrantEnd,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,GrantStart,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,GrantTerm,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,Notes,nvarchar,nvarchar(MAX),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,OldApprovalAmount,float,float,Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,OldGrantEnd,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,OldGrantStart,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,OldGrantTerm,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,RequestId,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,SourceID,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GrantAmendments$,Status,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,Address1,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,Address2,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,AddressId,float,float,Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,AddressType,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,ChangeDate,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,City,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,Country,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,CreateDate,smalldatetime,smalldatetime,Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,Description,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,GeocodeDate,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,Lat,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,Lon,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,OrganizationId,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,Primary,float,float,Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,SourceId,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,State,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,UserId,nvarchar,nvarchar(255),Y,,,,,,NULL,NULL
dbo,GD_GTAF_Addresses$,Zip,float,float,Y,,,,,,NULL,NULL
